date,areaCode,serviceCode,totalNearStore,totalStore,avgNearMonth,nearSales,numberOfNearSales,avgMonth,numberOfSales,totalPeople,totalNearPeople,totalBizman,totalNearBizman,totalLivingPeople,avgIncome,avgOutcome,avgNearIcome,avgNearOutcome,totalFacility,totalNearFacility,sales,divide
201606.0,12039.0,CS100001,158.0,5.0,8859.0,15715529.107594935,82507.0,319.0,2068.0,4505.0,4693,11706,11706,914.0,5535.0,572910563.0,710,8305825802,11706,113,-0.4485293178427577,Not_Good
201606.0,12042.0,CS100001,98.0,12.0,5900.0,13227448.346938776,39306.0,947.0,1982.0,4380.0,6562,6940,6940,1079.0,357.0,433981198.0,740,9666336784,6940,79,-0.7404786377036985,Not_Good
201606.0,12043.0,CS100001,357.0,14.0,16243.0,16035190.464985995,201403.0,669.0,8736.0,4689.0,6519,20475,20475,751.0,368.0,284935032.0,788,10934709999,20475,217,0.03405087780768467,Good
201606.0,12044.0,CS100001,198.0,15.0,10515.0,14655181.813131316,99850.0,573.0,3358.0,6631.0,4827,15036,15036,515.0,531.0,254460186.0,791,10504230363,15036,117,-0.7078103896028151,Not_Good
201606.0,12047.0,CS100001,310.0,12.0,15276.0,18319925.177419353,194082.0,437.0,2613.0,3644.0,6371,21878,21878,1514.0,559.0,612203668.0,790,11857001987,21878,218,-0.6670026893815145,Not_Good
201606.0,12048.0,CS100001,321.0,18.0,15811.0,16657659.53894081,185828.0,995.0,9048.0,8993.0,5622,18771,18771,766.0,430.0,292054809.0,784,10337554010,18771,181,-0.2218147882989423,Not_Good
201606.0,12050.0,CS100001,303.0,22.0,14378.0,16094073.498349834,171825.0,658.0,3089.0,2718.0,4618,19586,19586,1809.0,507.0,792470523.0,763,13828879025,19586,221,-0.8758976516176302,Not_Good
201606.0,12051.0,CS100001,39.0,16.0,1717.0,26321380.33333333,33502.0,656.0,22839.0,24287.0,7100,5699,5699,1570.0,258.0,303126889.0,491,9856576415,5699,92,0.7592397320548064,Good
201606.0,12052.0,CS100001,321.0,8.0,14166.0,15948160.968847353,176557.0,552.0,5769.0,2710.0,4961,16327,16327,897.0,499.0,412618032.0,848,9960159757,16327,167,0.7769583142547798,Good
201606.0,12053.0,CS100001,86.0,13.0,6555.0,11797654.860465115,32903.0,832.0,1478.0,11299.0,6345,8427,8427,1905.0,563.0,852123468.0,731,12294199885,8427,92,-0.8577513883262458,Not_Good
201606.0,12054.0,CS100001,315.0,28.0,15349.0,15759473.93015873,173393.0,897.0,6231.0,4548.0,4811,17548,17548,1787.0,394.0,630772845.0,776,12276806972,17548,170,-0.627270267910777,Not_Good
201606.0,12056.0,CS100001,82.0,4.0,6454.0,12228301.207317073,32467.0,252.0,1554.0,17485.0,7333,7059,7059,727.0,653.0,233135297.0,735,10483142394,7059,77,-0.5583789854098,Not_Good
201606.0,12058.0,CS100001,49.0,9.0,3561.0,17273451.775510207,72833.0,810.0,10397.0,3124.0,2373,5831,5831,1251.0,934.0,527682228.0,759,5875574179,5831,61,0.10930427229056697,Good
201606.0,12059.0,CS100001,156.0,11.0,9147.0,20688139.384615384,103855.0,484.0,4786.0,2724.0,3778,17783,17783,2333.0,1188.0,1126170263.0,913,13113993539,17783,170,-0.47819277550238204,Not_Good
201606.0,12062.0,CS100001,257.0,11.0,11432.0,17829427.140077822,172119.0,287.0,2618.0,4747.0,6543,12128,12128,288.0,490.0,140564225.0,797,12953485785,12128,183,-0.6297586576738617,Not_Good
201606.0,12063.0,CS100001,198.0,5.0,8856.0,19555492.813131314,143737.0,380.0,5040.0,4736.0,4187,10905,10905,1602.0,621.0,890846724.0,639,17138006307,10905,148,-0.29489197587721905,Not_Good
201606.0,12067.0,CS100001,277.0,6.0,12849.0,18601202.187725633,196886.0,387.0,7890.0,6276.0,6178,13862,13862,375.0,336.0,179375824.0,818,12387406791,13862,218,0.7450100987787261,Good
201606.0,12070.0,CS100001,258.0,18.0,12314.0,18486233.45348837,180382.0,857.0,11964.0,5533.0,4541,14039,14039,1265.0,490.0,712057577.0,703,16404380289,14039,239,0.04200922004920149,Good
201606.0,12071.0,CS100001,154.0,14.0,8931.0,20338239.766233765,101147.0,630.0,6717.0,3171.0,3972,17526,17526,1764.0,645.0,483971275.0,960,10968876318,17526,161,-0.1842112689621556,Not_Good
201606.0,12072.0,CS100001,259.0,8.0,11907.0,17983771.35907336,175654.0,534.0,3917.0,3078.0,6372,11795,11795,914.0,419.0,310526206.0,805,11934215958,11795,190,-0.4386393116629066,Not_Good
201606.0,12073.0,CS100001,126.0,13.0,7552.0,20539081.37301588,80820.0,971.0,9763.0,3945.0,3872,16143,16143,2409.0,840.0,743483375.0,949,11246952072,16143,142,0.6952941161507609,Good
201606.0,12074.0,CS100001,146.0,19.0,8602.0,14957137.630136987,67967.0,912.0,8196.0,3301.0,2779,15347,15347,1397.0,1569.0,533188053.0,697,15236045640,15347,135,-0.05298377421450862,Not_Good
201606.0,12075.0,CS100001,119.0,10.0,9044.0,22516386.025210086,108081.0,866.0,19035.0,3298.0,4148,10695,10695,2803.0,732.0,549452193.0,728,12120950982,10695,160,1.833396751797776,Very_Good
201606.0,12076.0,CS100001,112.0,15.0,6575.0,20805673.26785714,78614.0,737.0,10722.0,5822.0,3895,15404,15404,2316.0,1882.0,712588702.0,869,12751196150,15404,167,-0.11373891525297508,Not_Good
201606.0,12077.0,CS100001,96.0,7.0,5595.0,17524772.333333332,49196.0,544.0,3667.0,3725.0,3727,10196,10196,800.0,510.0,351986145.0,663,9994949706,10196,114,-0.3082362928311933,Not_Good
201606.0,12079.0,CS100001,112.0,7.0,6551.0,16463209.19642857,55071.0,416.0,4933.0,6471.0,3160,11023,11023,124.0,474.0,40805297.0,832,9984095071,11023,87,-0.29324632624764096,Not_Good
201606.0,12081.0,CS100001,126.0,12.0,7428.0,15281265.023809524,57943.0,659.0,6029.0,2863.0,3172,11799,11799,1527.0,461.0,625767437.0,677,11566336970,11799,94,-0.21000264866189128,Not_Good
201606.0,12084.0,CS100001,45.0,2.0,2455.0,25817861.28888889,41353.0,20.0,382.0,8686.0,4716,6030,6030,530.0,652.0,43966894.0,812,5868130775,6030,118,-0.7448791035040396,Not_Good
201606.0,12085.0,CS100001,183.0,23.0,10622.0,13847980.579234973,83589.0,1088.0,10204.0,6139.0,3445,15437,15437,2586.0,426.0,969835838.0,718,12872025432,15437,147,-0.5645213235268496,Not_Good
201606.0,12086.0,CS100001,150.0,12.0,9595.0,21222599.89333333,120334.0,1334.0,15924.0,6505.0,4164,13167,13167,1757.0,681.0,515625640.0,979,12751278567,13167,181,1.574134794552232,Very_Good
201606.0,12088.0,CS100001,103.0,6.0,6088.0,17562228.077669904,53536.0,234.0,5432.0,3364.0,3259,10600,10600,420.0,581.0,180544520.0,828,9507213364,10600,114,-0.01086223621726857,Not_Good
201606.0,12090.0,CS100001,220.0,14.0,10500.0,17224700.077272728,124515.0,602.0,4711.0,5209.0,4574,16488,16488,730.0,327.0,248436361.0,738,6582411370,16488,232,-0.6387599464131348,Not_Good
201606.0,12091.0,CS100001,126.0,15.0,6463.0,16109038.293650793,64418.0,649.0,9871.0,5985.0,3060,10795,10795,3001.0,2027.0,1432650610.0,909,13015445637,10795,125,0.16040695578181996,Good
201606.0,12092.0,CS100001,127.0,22.0,8896.0,19714480.22047244,69720.0,990.0,14492.0,2786.0,2318,8718,8718,1443.0,433.0,508076897.0,841,9378358503,8718,136,0.20646058345515092,Good
201606.0,12093.0,CS100001,130.0,10.0,7021.0,18942332.946153846,84895.0,604.0,10670.0,6690.0,4000,12280,12280,1505.0,705.0,915418273.0,884,21153936540,12280,159,0.692568049512583,Good
201606.0,12094.0,CS100001,223.0,11.0,10323.0,16089883.937219733,125156.0,284.0,1895.0,3215.0,4454,11829,11829,673.0,268.0,161815069.0,736,6790641960,11829,251,-0.6933185264695858,Not_Good
201606.0,12097.0,CS100001,108.0,6.0,6362.0,20139924.08333333,77912.0,464.0,7394.0,2987.0,4576,9567,9567,1015.0,550.0,640768364.0,947,16149983822,9567,132,0.6032149572252143,Good
201606.0,12098.0,CS100001,105.0,5.0,5738.0,9896058.857142856,30045.0,161.0,226.0,165.0,1204,7703,7703,806.0,860.0,296255565.0,597,9950367109,7703,99,-0.986160704705147,Not_Good
201606.0,12102.0,CS100001,223.0,30.0,9990.0,16283097.798206275,125723.0,1367.0,21068.0,5231.0,5038,12159,12159,607.0,276.0,154738879.0,714,5398352171,12159,226,0.33962254739584075,Good
201606.0,12103.0,CS100001,98.0,15.0,4328.0,13781789.602040814,42264.0,830.0,7475.0,6718.0,3356,8428,8428,1026.0,363.0,348531568.0,955,11806607026,8428,98,-0.28874091510647326,Not_Good
201606.0,12110.0,CS100001,65.0,11.0,3336.0,14012697.784615384,48283.0,556.0,2820.0,2296.0,1774,5935,5935,1272.0,766.0,554851307.0,644,12436959939,5935,120,-0.6055869190888813,Not_Good
201606.0,12111.0,CS100001,97.0,13.0,6587.0,18711935.041237112,56767.0,1118.0,12411.0,4881.0,3221,5853,5853,520.0,310.0,108147304.0,991,7158042421,5853,138,0.6176522274880009,Good
201606.0,12113.0,CS100001,155.0,6.0,7955.0,16063105.470967742,98497.0,190.0,3281.0,3086.0,5595,10286,10286,1319.0,520.0,581478088.0,675,14289709758,10286,154,-0.11297810029999876,Not_Good
201606.0,12114.0,CS100001,274.0,18.0,13122.0,19823255.73357664,205086.0,931.0,10111.0,8082.0,6974,14966,14966,1203.0,479.0,543443371.0,751,14229742443,14966,210,-0.2689933193875552,Not_Good
201606.0,12116.0,CS100001,252.0,14.0,12017.0,16159121.900793653,137000.0,835.0,7980.0,7705.0,3724,13459,13459,1662.0,344.0,598427176.0,504,7715291954,13459,255,-0.21850040919158428,Not_Good
201606.0,12118.0,CS100001,242.0,4.0,11581.0,19528036.719008263,177725.0,251.0,2040.0,6064.0,6693,12860,12860,947.0,701.0,469815323.0,831,13206488189,12860,199,-0.343042483438066,Not_Good
201606.0,12120.0,CS100001,107.0,5.0,5422.0,17788406.13084112,58946.0,695.0,3669.0,1457.0,3130,12627,12627,1280.0,510.0,247099382.0,1020,9304181103,12627,114,0.7643495927185354,Good
201606.0,12121.0,CS100001,271.0,22.0,12807.0,18946245.686346866,199055.0,1218.0,13603.0,4139.0,6556,16054,16054,1990.0,600.0,1021791546.0,1074,17537273282,16054,221,-0.07592277312948312,Not_Good
201606.0,12123.0,CS100001,191.0,17.0,22193.0,16174816.471204188,106671.0,963.0,10975.0,3110.0,3045,12865,12865,846.0,531.0,336253605.0,439,9172587273,12865,174,0.4265110980092828,Good
201606.0,12124.0,CS100001,85.0,13.0,6192.0,19742265.11764706,61559.0,875.0,9010.0,3103.0,3248,6227,6227,655.0,339.0,182743732.0,1021,6881830365,6227,145,0.025159572524630695,Good
201606.0,12130.0,CS100001,176.0,36.0,7730.0,11035401.159090908,70001.0,1545.0,10674.0,4222.0,2749,12233,12233,1285.0,2047.0,715206840.0,673,13042631695,12233,118,-0.4689140767733003,Not_Good
201606.0,12131.0,CS100001,43.0,2.0,4750.0,30401604.18604651,60587.0,215.0,11304.0,1788.0,3124,8083,8083,698.0,359.0,200129106.0,1300,4875482999,8083,100,3.6162199519063325,Very_Good
201606.0,12134.0,CS100001,151.0,13.0,7517.0,10809721.609271524,55453.0,619.0,5602.0,1742.0,3077,9800,9800,945.0,433.0,387326877.0,630,11088015905,9800,70,-0.27819354858664525,Not_Good
201606.0,12135.0,CS100001,100.0,33.0,4697.0,16760911.26,51546.0,1427.0,11450.0,4318.0,3257,8245,8245,1721.0,1021.0,483607394.0,1067,12149981576,8245,96,-0.27108922779793315,Not_Good
201606.0,12139.0,CS100001,70.0,8.0,8461.0,26901039.07142857,78463.0,1112.0,8238.0,1901.0,2948,10327,10327,1438.0,427.0,390923583.0,1538,7854425149,10327,122,0.42089209694953494,Good
201606.0,12140.0,CS100001,72.0,6.0,4958.0,22700703.61111111,49478.0,473.0,2501.0,4004.0,3341,6969,6969,625.0,327.0,28319433.0,1204,13531409279,6969,133,0.06528809860659296,Good
201606.0,12142.0,CS100001,56.0,14.0,2571.0,15536188.625,28714.0,698.0,1912.0,4787.0,3083,4241,4241,861.0,441.0,113510091.0,903,8204568305,4241,117,-0.8091504211595222,Not_Good
201606.0,12143.0,CS100001,41.0,5.0,4251.0,29793165.39024391,56783.0,791.0,7970.0,519.0,3088,7128,7128,434.0,234.0,105472752.0,1415,4775387301,7128,85,0.3835817651298402,Good
201606.0,12144.0,CS100001,180.0,32.0,7788.0,10223693.361111112,67672.0,1337.0,5869.0,3560.0,2830,11004,11004,2029.0,396.0,766895193.0,867,10431841285,11004,125,-0.7642655986940657,Not_Good
201606.0,12145.0,CS100001,70.0,11.0,4219.0,22819566.7,52355.0,772.0,2415.0,7689.0,3041,5661,5661,503.0,281.0,24941101.0,1282,10995727296,5661,111,-0.6056688947557923,Not_Good
201606.0,12146.0,CS100001,91.0,7.0,3827.0,17547764.527472526,50137.0,160.0,12419.0,5051.0,3436,7517,7517,860.0,830.0,293496836.0,1164,10802267382,7517,96,1.7847209126998154,Very_Good
201606.0,12154.0,CS100001,82.0,21.0,4365.0,17334793.524390247,56406.0,1148.0,15175.0,3671.0,1627,6815,6815,1787.0,470.0,595682907.0,653,13532525628,6815,141,-0.187935295893676,Not_Good
